0.000000000000000000e+00 9.999862723035730649e-01
2.500000000000000139e-02 9.999862723035737311e-01
5.000000000000000278e-02 9.999862723035695122e-01
7.500000000000001110e-02 9.999862723035752854e-01
1.000000000000000056e-01 9.999862723035748413e-01
1.250000000000000000e-01 9.999862723035806145e-01
1.500000000000000222e-01 9.999862723035846113e-01
1.750000000000000167e-01 9.999862723035815026e-01
2.000000000000000111e-01 9.999862723035817247e-01
2.250000000000000333e-01 9.999862723035810586e-01
2.500000000000000000e-01 9.999862723035832790e-01
2.750000000000000222e-01 9.999862723035757295e-01
3.000000000000000444e-01 9.999862723035797263e-01
3.250000000000000111e-01 9.999862723035772838e-01
3.500000000000000333e-01 9.999862723035781720e-01
3.750000000000000000e-01 9.999862723035806145e-01
4.000000000000000222e-01 9.999862723035835010e-01
4.250000000000000444e-01 9.999862723035883860e-01
4.500000000000000666e-01 9.999862723035841672e-01
4.749999999999999778e-01 9.999862723035837231e-01
5.000000000000000000e-01 9.999862723035879419e-01
5.250000000000001332e-01 9.999862723035848333e-01
5.500000000000000444e-01 9.999862723035846113e-01
5.750000000000000666e-01 9.999862723035835010e-01
6.000000000000000888e-01 9.999862723035832790e-01
6.250000000000001110e-01 9.999862723035828349e-01
6.500000000000000222e-01 9.999862723035843892e-01
6.750000000000000444e-01 9.999862723035843892e-01
7.000000000000000666e-01 9.999862723035837231e-01
7.250000000000000888e-01 9.999862723035806145e-01
7.500000000000000000e-01 9.999862723035817247e-01
7.750000000000000222e-01 9.999862723035874978e-01
8.000000000000000444e-01 9.999862723035950474e-01
8.250000000000000666e-01 9.999862723035992662e-01
8.500000000000000888e-01 9.999862723036003764e-01
8.750000000000001110e-01 9.999862723035990442e-01
9.000000000000001332e-01 9.999862723035968237e-01
9.250000000000000444e-01 9.999862723036039291e-01
9.499999999999999556e-01 9.999862723036083700e-01
9.749999999999999778e-01 9.999862723036105905e-01
1.000000000000000000e+00 9.999862723036101464e-01
1.025000000000000133e+00 9.999862723036057055e-01
1.050000000000000266e+00 9.999862723036050394e-01
1.075000000000000178e+00 9.999862723036034851e-01
1.100000000000000089e+00 9.999862723035979339e-01
1.125000000000000222e+00 9.999862723035946033e-01
1.150000000000000133e+00 9.999862723035961576e-01
1.175000000000000266e+00 9.999862723036041512e-01
1.200000000000000178e+00 9.999862723035992662e-01
1.225000000000000089e+00 9.999862723036001544e-01
1.250000000000000222e+00 9.999862723035968237e-01
1.275000000000000133e+00 9.999862723036005985e-01
1.300000000000000044e+00 9.999862723035903844e-01
1.325000000000000178e+00 9.999862723035948253e-01
1.350000000000000089e+00 9.999862723035839451e-01
1.375000000000000222e+00 9.999862723035970458e-01
1.400000000000000133e+00 9.999862723036017087e-01
1.425000000000000044e+00 9.999862723036003764e-01
1.450000000000000178e+00 9.999862723035970458e-01
1.475000000000000089e+00 9.999862723035959355e-01
1.500000000000000000e+00 9.999862723035970458e-01
1.525000000000000133e+00 9.999862723035994883e-01
1.550000000000000044e+00 9.999862723036012646e-01
1.575000000000000178e+00 9.999862723036008205e-01
1.600000000000000089e+00 9.999862723035959355e-01
1.625000000000000000e+00 9.999862723035992662e-01
1.650000000000000133e+00 9.999862723036019307e-01
1.675000000000000044e+00 9.999862723036025969e-01
1.700000000000000178e+00 9.999862723035941592e-01
1.725000000000000311e+00 9.999862723036030410e-01
1.750000000000000222e+00 9.999862723035946033e-01
1.775000000000000355e+00 9.999862723035959355e-01
1.800000000000000266e+00 9.999862723035903844e-01
1.824999999999999956e+00 9.999862723035937151e-01
1.850000000000000089e+00 9.999862723035961576e-01
1.875000000000000000e+00 9.999862723035968237e-01
1.899999999999999911e+00 9.999862723036045953e-01
1.925000000000000044e+00 9.999862723036019307e-01
1.949999999999999956e+00 9.999862723035974899e-01
1.975000000000000089e+00 9.999862723036041512e-01
2.000000000000000000e+00 9.999862723036005985e-01
